OrderID,OrderDate,Category,Region,Sales,Quantity,Discount,SubCategory,Profit
O2650,2032-07-21,Office Supplies,East,1965.32,8,0.11,Storage,334.59
O2651,2031-06-28,Office Supplies,East,1337.5,5,0.27,Binders,249.84
O2652,2023-05-05,Office Supplies,Central,1913.97,1,0.14,Binders,250.89
O2653,2022-10-02,Technology,Central,418.86,4,0.28,Phones,58.43
O2654,2027-02-17,Office Supplies,South,1730.63,7,0.1,Art,393.75
O2655,2025-05-22,Furniture,Central,656.28,5,0.07,Bookcases,169.7
O2656,2022-03-18,Technology,East,1979.34,6,0.15,Machines,318.58
O2657,2033-09-03,Furniture,West,332.22,4,0.18,Tables,37.04
O2658,2024-08-29,Technology,West,1042.35,2,0.12,Copiers,217.03
O2659,2031-02-18,Technology,South,1589.83,9,0.1,Phones,255.5
O2660,2023-08-07,Technology,Central,876.63,2,0.07,Accessories,261.96
O2661,2030-03-28,Technology,South,946.81,2,0.08,Accessories,176.15
O2662,2022-04-05,Furniture,West,1972.98,2,0.2,Bookcases,323.14
O2663,2033-09-21,Office Supplies,West,862.11,1,0.11,Binders,181.13
O2664,2022-01-28,Furniture,Central,1216.06,3,0.02,Furnishings,331.9
O2665,2031-10-14,Office Supplies,East,127.99,6,0.04,Storage,38.06
O2666,2025-11-23,Furniture,Central,1687.58,7,0.11,Chairs,364.22
O2667,2034-07-12,Technology,West,1303.37,1,0.28,Accessories,83.24
O2668,2027-03-08,Technology,East,819.96,5,0.11,Copiers,213.74
O2669,2024-02-13,Office Supplies,South,52.02,5,0.02,Paper,10.52
O2670,2031-06-06,Office Supplies,West,1191.5,1,0.13,Binders,275.51
O2671,2033-12-25,Furniture,South,45.06,4,0.2,Furnishings,9.94
O2672,2027-09-21,Office Supplies,East,22.38,1,0.18,Art,3.41
O2673,2025-01-06,Furniture,South,1239.88,1,0.08,Tables,281.91
O2674,2031-01-23,Office Supplies,West,394.25,7,0.21,Paper,38.3
O2675,2024-10-09,Office Supplies,Central,399.94,7,0.19,Paper,90.22
O2676,2028-02-11,Office Supplies,South,1313.48,3,0.05,Storage,368.42
O2677,2021-05-22,Technology,West,126.32,7,0.05,Phones,26.49
O2678,2028-04-13,Technology,West,640.54,3,0.16,Accessories,114.36
O2679,2033-08-02,Furniture,East,315.88,2,0.2,Tables,64.53
O2680,2023-04-20,Office Supplies,West,1168.75,4,0.29,Paper,127.07
O2681,2030-11-28,Furniture,Central,1330.3,3,0.13,Furnishings,212.0
O2682,2031-09-23,Office Supplies,Central,1447.85,7,0.23,Paper,235.67
O2683,2022-08-19,Technology,South,525.36,1,0.03,Phones,154.21
O2684,2026-03-20,Technology,South,196.71,6,0.27,Machines,22.25
O2685,2021-10-08,Office Supplies,South,175.79,2,0.19,Binders,21.67
O2686,2022-02-28,Office Supplies,South,863.78,8,0.19,Art,198.18
O2687,2032-12-14,Technology,Central,1892.77,5,0.04,Machines,412.47
O2688,2032-08-20,Technology,East,451.1,3,0.01,Copiers,122.66
O2689,2025-10-17,Furniture,South,528.35,7,0.21,Furnishings,104.98
O2690,2034-01-10,Technology,East,219.76,2,0.04,Machines,50.01
O2691,2026-05-22,Office Supplies,West,1219.03,5,0.04,Binders,338.03
O2692,2032-03-12,Furniture,West,1366.15,8,0.06,Chairs,326.45
O2693,2032-06-10,Office Supplies,South,1293.0,1,0.03,Paper,349.84
O2694,2029-01-25,Furniture,West,1725.04,1,0.19,Bookcases,333.94
O2695,2024-12-20,Office Supplies,East,983.12,3,0.13,Art,254.26
O2696,2027-05-21,Technology,East,286.22,3,0.08,Copiers,73.97
O2697,2027-01-30,Office Supplies,West,593.02,7,0.13,Paper,103.57
O2698,2031-05-18,Furniture,South,1331.61,6,0.25,Bookcases,111.78
O2699,2028-09-11,Office Supplies,East,1233.98,7,0.28,Art,74.41
O2700,2033-12-12,Furniture,East,1071.39,4,0.15,Chairs,279.27
O2701,2025-03-12,Office Supplies,Central,1372.27,2,0.17,Storage,351.74
O2702,2034-05-15,Technology,South,1282.03,2,0.08,Machines,223.22
O2703,2029-03-10,Technology,Central,1765.02,1,0.15,Accessories,349.58
O2704,2033-04-21,Office Supplies,West,1180.31,9,0.22,Art,133.07
O2705,2024-02-18,Office Supplies,West,1561.63,7,0.15,Storage,417.44
O2706,2023-07-23,Office Supplies,Central,512.44,3,0.09,Art,98.4
O2707,2024-12-31,Furniture,South,1362.8,2,0.17,Furnishings,259.27
O2708,2028-06-16,Office Supplies,East,1806.34,3,0.28,Storage,153.26
O2709,2027-11-18,Office Supplies,West,783.75,7,0.27,Storage,90.06
O2710,2021-10-13,Furniture,South,1562.63,5,0.23,Tables,195.36
O2711,2021-09-22,Technology,South,1455.08,3,0.08,Machines,336.58
O2712,2027-06-26,Office Supplies,West,137.86,9,0.07,Binders,31.43
O2713,2030-06-10,Office Supplies,West,1171.39,2,0.25,Storage,145.98
O2714,2034-06-18,Technology,South,277.77,7,0.05,Machines,53.02
O2715,2025-10-29,Technology,East,1935.29,6,0.18,Phones,353.53
O2716,2029-05-07,Furniture,Central,1626.59,6,0.13,Chairs,427.03
O2717,2027-07-10,Office Supplies,West,237.25,7,0.14,Art,56.83
O2718,2027-03-20,Office Supplies,Central,261.07,6,0.14,Art,62.16
O2719,2021-02-10,Furniture,South,1197.06,2,0.27,Furnishings,143.54
O2720,2021-03-09,Technology,Central,702.88,5,0.03,Phones,204.72
O2721,2023-09-15,Furniture,East,89.11,3,0.23,Furnishings,13.8
O2722,2031-12-23,Technology,South,1092.45,9,0.25,Copiers,106.56
O2723,2029-10-04,Furniture,East,787.93,8,0.28,Chairs,96.8
O2724,2034-02-12,Technology,South,220.13,2,0.14,Copiers,33.0
O2725,2027-11-30,Furniture,East,1607.8,1,0.15,Bookcases,228.58
O2726,2023-12-22,Technology,South,1831.85,4,0.29,Machines,107.09
O2727,2027-10-16,Technology,East,1518.06,4,0.14,Copiers,261.76
O2728,2025-08-21,Technology,South,1648.4,2,0.15,Machines,287.86
O2729,2027-05-05,Technology,East,448.65,7,0.1,Phones,114.37
O2730,2023-02-18,Technology,South,541.87,3,0.01,Copiers,149.39
O2731,2033-07-26,Office Supplies,East,432.88,7,0.13,Art,114.18
O2732,2025-05-05,Technology,West,1534.83,7,0.2,Accessories,194.11
O2733,2025-02-01,Office Supplies,Central,1896.88,1,0.21,Art,255.88
O2734,2022-10-23,Technology,South,1439.34,6,0.0,Accessories,491.05
O2735,2024-09-10,Office Supplies,East,1765.3,4,0.24,Art,258.8
O2736,2024-07-23,Office Supplies,West,1284.62,8,0.15,Paper,312.62
O2737,2031-10-16,Furniture,South,787.57,8,0.16,Bookcases,152.65
O2738,2026-06-10,Technology,South,863.01,3,0.29,Accessories,108.45
O2739,2026-08-07,Furniture,South,169.14,4,0.09,Bookcases,29.97
O2740,2030-08-18,Furniture,Central,82.29,1,0.23,Bookcases,17.5
O2741,2023-11-25,Technology,East,1397.04,2,0.17,Machines,177.08
O2742,2023-09-04,Furniture,East,888.09,7,0.21,Bookcases,125.7
O2743,2033-07-14,Technology,South,1113.39,7,0.13,Phones,262.78
O2744,2022-12-29,Furniture,South,1124.17,9,0.08,Tables,265.4
O2745,2027-12-03,Technology,South,569.2,9,0.16,Machines,143.56
O2746,2029-08-03,Technology,West,962.27,9,0.11,Copiers,145.2
O2747,2021-12-09,Technology,South,952.11,6,0.07,Accessories,249.84
O2748,2024-12-18,Office Supplies,Central,789.09,8,0.25,Paper,115.7
O2749,2027-07-08,Furniture,East,1644.94,9,0.14,Chairs,251.92
O2750,2031-01-08,Office Supplies,Central,913.3,7,0.25,Paper,170.32
O2751,2022-06-11,Furniture,South,1215.22,4,0.14,Furnishings,232.95
O2752,2026-03-12,Furniture,West,1793.13,4,0.17,Furnishings,349.19
O2753,2034-01-07,Furniture,South,1735.14,6,0.3,Bookcases,338.51
O2754,2026-09-05,Office Supplies,South,1783.04,4,0.29,Storage,228.11
O2755,2034-06-17,Furniture,South,554.61,7,0.08,Furnishings,157.24
O2756,2022-02-10,Office Supplies,South,89.27,8,0.26,Paper,16.55
O2757,2025-04-23,Technology,South,536.91,8,0.12,Accessories,128.54
O2758,2033-08-06,Furniture,East,571.84,8,0.02,Chairs,185.57
O2759,2031-03-30,Furniture,Central,1820.53,2,0.17,Bookcases,278.07
O2760,2032-09-14,Technology,West,1305.5,2,0.29,Accessories,232.53
O2761,2032-07-29,Technology,South,181.77,2,0.29,Accessories,20.3
O2762,2026-01-21,Furniture,West,288.05,2,0.04,Bookcases,86.95
O2763,2025-01-18,Technology,East,328.24,4,0.23,Machines,52.21
O2764,2027-07-24,Office Supplies,Central,1268.24,5,0.24,Paper,264.63
O2765,2023-02-11,Office Supplies,South,1476.12,4,0.11,Binders,412.17
O2766,2022-08-02,Furniture,East,1722.09,5,0.2,Tables,326.59
O2767,2028-12-11,Office Supplies,East,1882.46,4,0.15,Paper,378.65
O2768,2021-07-13,Office Supplies,Central,419.38,7,0.07,Binders,118.47
O2769,2026-07-01,Furniture,South,633.35,1,0.23,Furnishings,79.2
O2770,2024-03-31,Technology,Central,495.84,1,0.08,Phones,80.48
O2771,2027-07-23,Furniture,Central,730.35,2,0.1,Chairs,154.15
O2772,2029-03-18,Office Supplies,West,1831.04,1,0.06,Storage,450.74
O2773,2025-11-28,Furniture,West,1158.72,3,0.22,Tables,155.95
O2774,2024-01-16,Furniture,Central,1481.62,6,0.14,Furnishings,277.81
O2775,2031-12-20,Office Supplies,West,990.44,6,0.13,Paper,153.48
O2776,2027-03-12,Office Supplies,East,77.14,1,0.18,Art,11.69
O2777,2031-03-26,Furniture,Central,147.11,6,0.05,Chairs,31.04
O2778,2031-05-22,Office Supplies,South,1085.09,5,0.27,Storage,119.52
O2779,2026-04-21,Office Supplies,South,1443.2,7,0.14,Binders,252.36
O2780,2034-05-08,Office Supplies,East,446.35,6,0.11,Paper,102.15
O2781,2032-12-06,Office Supplies,South,1449.38,7,0.04,Storage,315.37
O2782,2022-12-31,Office Supplies,South,1625.12,2,0.05,Storage,513.77
O2783,2032-12-27,Office Supplies,Central,835.56,1,0.28,Paper,114.21
O2784,2030-06-14,Technology,East,1497.91,7,0.14,Machines,223.71
O2785,2033-03-16,Furniture,Central,819.98,9,0.22,Bookcases,108.19
O2786,2033-06-03,Office Supplies,East,1363.13,2,0.02,Art,408.21
O2787,2026-11-11,Furniture,Central,1532.71,7,0.19,Furnishings,164.07
O2788,2025-07-03,Technology,Central,1984.01,3,0.28,Machines,398.14
O2789,2028-09-01,Office Supplies,West,703.89,6,0.09,Storage,156.11
O2790,2034-08-03,Furniture,South,833.86,3,0.17,Chairs,161.07
O2791,2021-05-22,Office Supplies,East,347.93,5,0.28,Storage,72.46
O2792,2024-12-26,Office Supplies,South,424.06,2,0.22,Binders,70.19
O2793,2034-02-18,Office Supplies,West,1392.92,8,0.02,Storage,462.67
O2794,2026-09-28,Office Supplies,East,1835.75,8,0.11,Binders,518.2
O2795,2024-08-18,Office Supplies,West,801.32,7,0.03,Binders,261.39
O2796,2034-08-17,Office Supplies,South,376.09,6,0.26,Storage,72.16
O2797,2024-04-28,Office Supplies,Central,584.5,1,0.19,Art,87.36
O2798,2024-03-05,Technology,West,921.0,8,0.29,Machines,98.51
O2799,2033-09-25,Technology,West,595.49,1,0.01,Phones,148.72
O2800,2033-04-27,Office Supplies,Central,482.49,8,0.13,Paper,136.0
O2801,2034-08-28,Office Supplies,South,1477.25,2,0.03,Paper,353.23
O2802,2033-11-11,Technology,West,35.53,8,0.11,Copiers,5.73
O2803,2021-12-07,Technology,South,1087.68,4,0.05,Copiers,317.33
O2804,2031-06-26,Technology,Central,1591.66,7,0.1,Copiers,326.15
O2805,2026-05-23,Office Supplies,East,547.13,5,0.25,Paper,91.99
O2806,2022-12-05,Furniture,West,1214.52,8,0.05,Furnishings,380.94
O2807,2033-01-31,Furniture,South,1344.42,6,0.14,Bookcases,290.83
O2808,2027-08-27,Furniture,Central,1316.95,5,0.28,Bookcases,204.99
O2809,2025-12-06,Furniture,Central,902.78,1,0.3,Furnishings,132.19
O2810,2034-06-14,Office Supplies,West,706.22,3,0.08,Binders,177.87
O2811,2033-09-23,Furniture,East,1675.13,9,0.28,Bookcases,140.65
O2812,2023-05-06,Technology,West,1521.72,9,0.08,Accessories,347.66
O2813,2025-12-18,Technology,South,656.09,5,0.12,Accessories,92.61
O2814,2028-11-06,Furniture,Central,223.98,3,0.26,Bookcases,36.72
O2815,2030-12-22,Technology,East,162.18,6,0.24,Accessories,26.97
O2816,2021-07-02,Office Supplies,South,206.67,5,0.26,Art,24.33
O2817,2029-07-10,Furniture,West,1174.08,1,0.24,Chairs,186.19
O2818,2033-04-20,Furniture,Central,122.29,2,0.07,Chairs,29.22
O2819,2025-02-26,Office Supplies,West,687.12,5,0.17,Storage,104.88
O2820,2024-09-18,Technology,East,1511.34,9,0.12,Copiers,278.08
O2821,2026-12-15,Office Supplies,East,602.81,4,0.14,Binders,147.32
O2822,2030-12-09,Office Supplies,East,1531.35,9,0.05,Binders,441.58
O2823,2030-12-08,Technology,East,1496.02,3,0.09,Copiers,337.3
O2824,2032-03-20,Office Supplies,East,506.74,1,0.26,Paper,90.01
O2825,2029-11-14,Technology,West,1463.07,6,0.27,Copiers,194.03
O2826,2031-02-09,Technology,East,1500.6,7,0.18,Machines,356.7
O2827,2021-01-19,Office Supplies,East,806.96,4,0.15,Storage,141.15
O2828,2030-04-27,Technology,Central,436.63,5,0.21,Copiers,102.21
O2829,2033-10-24,Office Supplies,East,1052.12,4,0.18,Storage,201.32
O2830,2033-06-18,Technology,Central,1844.37,3,0.3,Copiers,240.42
O2831,2029-03-24,Furniture,Central,1286.44,1,0.06,Bookcases,348.14
O2832,2024-02-07,Technology,Central,362.39,6,0.13,Copiers,67.45
O2833,2030-02-22,Technology,West,1371.86,5,0.28,Accessories,231.36
O2834,2030-01-25,Office Supplies,West,865.86,1,0.27,Storage,97.9
O2835,2030-03-27,Technology,South,1191.23,5,0.15,Phones,219.94
O2836,2023-09-15,Furniture,South,1473.45,6,0.04,Bookcases,414.34
O2837,2030-02-04,Furniture,Central,1039.6,5,0.24,Tables,142.18
O2838,2033-08-21,Technology,West,1631.69,1,0.18,Machines,228.43
O2839,2034-07-26,Technology,East,1449.87,5,0.23,Phones,312.86
O2840,2021-06-23,Furniture,South,1237.85,1,0.14,Bookcases,332.14
O2841,2031-03-31,Office Supplies,West,318.57,3,0.06,Storage,84.11
O2842,2029-05-11,Furniture,East,1675.18,2,0.01,Chairs,530.48
O2843,2022-12-28,Furniture,East,1873.09,1,0.17,Bookcases,492.62
O2844,2031-04-19,Technology,West,291.19,4,0.05,Accessories,77.81
O2845,2026-02-19,Technology,South,986.72,2,0.06,Copiers,302.25
O2846,2032-01-17,Furniture,West,532.6,5,0.13,Furnishings,100.6
O2847,2023-09-17,Office Supplies,South,1513.96,1,0.13,Paper,363.46
O2848,2031-04-03,Furniture,Central,1448.83,1,0.08,Bookcases,243.94
O2849,2028-05-10,Furniture,West,298.95,4,0.04,Furnishings,89.19
O2850,2022-02-24,Office Supplies,West,1756.51,7,0.28,Binders,324.02
O2851,2022-08-17,Furniture,South,378.33,2,0.04,Tables,90.87
O2852,2025-11-10,Furniture,South,1598.57,2,0.11,Bookcases,385.0
O2853,2027-09-26,Technology,West,924.82,1,0.09,Copiers,262.42
O2854,2023-07-25,Office Supplies,East,669.98,5,0.26,Binders,135.7
O2855,2031-06-06,Technology,East,333.31,6,0.12,Phones,51.99
O2856,2021-11-28,Technology,East,351.88,6,0.04,Accessories,107.01
O2857,2030-06-12,Office Supplies,Central,1330.54,2,0.0,Paper,320.84
O2858,2028-05-26,Office Supplies,Central,1109.85,7,0.22,Paper,220.97
O2859,2031-12-21,Furniture,South,261.73,6,0.21,Bookcases,37.63
O2860,2031-08-05,Technology,Central,243.14,8,0.13,Copiers,34.88
O2861,2032-07-02,Office Supplies,East,163.17,6,0.04,Paper,34.51
O2862,2021-07-21,Technology,West,1492.66,9,0.11,Copiers,307.94
O2863,2027-11-03,Technology,Central,1429.53,2,0.18,Phones,316.19
O2864,2026-01-17,Office Supplies,Central,135.69,7,0.21,Art,14.94
O2865,2026-02-10,Furniture,East,1129.33,5,0.02,Bookcases,352.28
O2866,2026-06-20,Technology,Central,187.66,1,0.17,Accessories,49.64
O2867,2023-06-29,Office Supplies,South,1809.42,3,0.08,Storage,503.45
O2868,2032-10-15,Furniture,West,1816.09,4,0.19,Chairs,319.74
O2869,2033-10-03,Technology,East,1402.5,2,0.19,Accessories,266.79
O2870,2029-09-25,Office Supplies,South,1853.85,7,0.27,Art,122.21
O2871,2023-02-10,Technology,East,1626.68,1,0.12,Accessories,278.8
O2872,2029-08-22,Office Supplies,South,1660.51,3,0.16,Paper,423.18
O2873,2027-11-07,Office Supplies,West,1148.02,9,0.08,Paper,187.43
O2874,2028-06-07,Technology,West,626.0,2,0.09,Copiers,181.99
O2875,2033-12-08,Technology,South,451.24,5,0.01,Machines,95.66
O2876,2030-10-26,Office Supplies,South,667.86,4,0.09,Binders,116.85
O2877,2025-06-17,Furniture,South,1264.42,3,0.02,Bookcases,273.5
O2878,2022-01-22,Technology,South,361.86,5,0.29,Machines,63.29
O2879,2030-05-15,Office Supplies,South,532.11,6,0.19,Art,94.04
O2880,2031-12-23,Office Supplies,South,946.76,1,0.05,Storage,186.3
O2881,2032-03-17,Furniture,West,481.44,2,0.04,Tables,136.26
O2882,2032-12-12,Furniture,South,1185.51,1,0.11,Furnishings,339.18
O2883,2027-10-03,Furniture,Central,1847.89,3,0.09,Chairs,445.1
O2884,2027-04-02,Technology,West,1501.22,8,0.08,Copiers,262.42
O2885,2026-01-31,Office Supplies,East,1339.52,8,0.14,Art,185.14
O2886,2026-06-22,Office Supplies,West,1173.79,4,0.27,Binders,216.42
O2887,2024-05-21,Office Supplies,East,986.14,6,0.17,Binders,206.02
O2888,2033-10-14,Furniture,East,389.4,9,0.16,Chairs,100.62
O2889,2032-05-07,Office Supplies,Central,1791.53,7,0.24,Binders,290.38
O2890,2024-02-25,Technology,South,512.1,2,0.0,Copiers,107.21
O2891,2032-10-28,Furniture,South,200.79,2,0.06,Chairs,46.29
O2892,2024-12-02,Furniture,West,1505.03,3,0.15,Bookcases,336.67
O2893,2025-12-25,Furniture,South,367.72,8,0.21,Chairs,56.16
O2894,2027-05-14,Furniture,Central,756.35,9,0.15,Chairs,207.95
O2895,2024-02-05,Technology,West,76.0,3,0.05,Copiers,17.92
O2896,2028-04-12,Office Supplies,West,291.39,9,0.28,Paper,41.36
O2897,2030-08-02,Technology,West,362.94,8,0.1,Machines,66.71
O2898,2022-01-10,Office Supplies,South,127.73,5,0.24,Art,13.13
O2899,2026-10-22,Technology,South,1320.18,3,0.27,Copiers,213.6
O2900,2032-01-04,Furniture,South,1677.28,7,0.1,Chairs,399.68
O2901,2026-07-15,Furniture,West,759.16,9,0.25,Bookcases,57.43
O2902,2031-02-23,Technology,West,1751.66,6,0.21,Phones,241.23
O2903,2029-12-04,Technology,East,442.43,3,0.27,Copiers,71.47
O2904,2030-05-29,Office Supplies,East,664.27,5,0.08,Art,187.22
O2905,2026-03-05,Technology,South,318.46,7,0.28,Copiers,34.03
O2906,2025-12-29,Technology,West,1248.71,8,0.02,Machines,358.52
O2907,2025-01-14,Office Supplies,South,851.34,4,0.24,Art,101.98
O2908,2027-02-21,Office Supplies,South,1234.3,2,0.13,Art,294.45
O2909,2029-11-18,Office Supplies,East,1528.12,2,0.05,Storage,427.4
O2910,2029-08-01,Technology,Central,1100.49,3,0.02,Accessories,230.59
O2911,2026-09-02,Office Supplies,South,1262.71,8,0.12,Storage,302.75
O2912,2021-12-26,Furniture,Central,1871.8,1,0.12,Bookcases,355.71
O2913,2026-08-04,Furniture,Central,612.15,7,0.07,Tables,116.85
O2914,2024-02-16,Furniture,West,731.14,6,0.06,Tables,179.17
O2915,2025-06-24,Technology,West,1441.05,2,0.12,Machines,299.51
O2916,2031-12-15,Furniture,South,1230.38,9,0.12,Chairs,315.08
O2917,2026-04-28,Technology,East,373.5,5,0.13,Phones,55.16
O2918,2034-01-27,Technology,East,764.77,2,0.26,Machines,144.13
O2919,2030-03-16,Furniture,South,946.32,3,0.18,Bookcases,119.15
O2920,2029-02-28,Office Supplies,South,850.39,7,0.01,Binders,192.29
O2921,2021-01-07,Technology,East,372.98,7,0.16,Copiers,73.62
O2922,2029-12-12,Furniture,Central,1850.37,1,0.23,Tables,285.84
O2923,2025-05-11,Technology,South,1529.39,4,0.02,Accessories,517.44
O2924,2034-06-30,Office Supplies,Central,973.08,6,0.13,Art,217.41
O2925,2029-12-09,Office Supplies,South,1366.52,8,0.14,Storage,244.76
O2926,2028-02-20,Furniture,South,1796.62,3,0.29,Furnishings,341.4
O2927,2029-10-25,Technology,Central,289.62,3,0.14,Phones,51.21
O2928,2029-12-18,Technology,Central,515.74,8,0.22,Phones,67.6
O2929,2023-07-03,Technology,East,1094.55,8,0.09,Phones,250.82
O2930,2026-07-05,Technology,South,1602.04,8,0.23,Copiers,355.61
O2931,2024-12-13,Furniture,West,91.78,1,0.1,Furnishings,23.52
O2932,2029-05-13,Office Supplies,West,1968.36,8,0.13,Art,465.76
O2933,2030-09-17,Furniture,South,920.72,8,0.14,Chairs,219.97
O2934,2032-07-23,Technology,South,731.28,2,0.28,Machines,116.23
O2935,2034-06-14,Technology,South,599.59,9,0.02,Accessories,182.26
O2936,2029-01-07,Office Supplies,Central,365.23,7,0.06,Paper,72.65
O2937,2026-01-04,Technology,West,1587.32,8,0.21,Accessories,193.0
O2938,2022-07-30,Furniture,West,1911.72,2,0.17,Tables,323.7
O2939,2023-07-19,Furniture,West,839.02,4,0.08,Furnishings,241.34
O2940,2031-04-18,Office Supplies,South,1905.79,7,0.09,Paper,499.64
O2941,2031-02-17,Furniture,Central,1651.12,6,0.11,Tables,379.71
O2942,2025-01-03,Furniture,South,972.48,7,0.14,Tables,129.26
O2943,2029-12-20,Furniture,East,1354.57,1,0.25,Tables,149.5
O2944,2034-06-30,Furniture,East,881.27,8,0.0,Tables,282.47
O2945,2023-11-21,Technology,West,1126.27,7,0.27,Copiers,114.17
O2946,2026-03-16,Furniture,South,134.93,4,0.12,Bookcases,33.67
O2947,2024-12-28,Office Supplies,East,1398.6,1,0.07,Paper,269.5
O2948,2024-10-31,Office Supplies,East,124.59,8,0.15,Paper,26.91
O2949,2030-05-09,Furniture,South,1637.83,7,0.2,Furnishings,318.12
O2950,2022-03-19,Office Supplies,Central,1653.39,8,0.01,Paper,508.91
O2951,2030-12-30,Furniture,South,489.41,1,0.21,Chairs,78.67
O2952,2033-09-27,Office Supplies,South,660.85,5,0.23,Storage,118.89
O2953,2024-03-24,Office Supplies,Central,972.99,9,0.05,Paper,241.35
O2954,2033-03-17,Furniture,West,1201.39,5,0.05,Bookcases,380.96
O2955,2024-06-11,Furniture,West,588.96,3,0.06,Tables,146.23
O2956,2030-12-14,Technology,West,1193.12,9,0.24,Phones,132.96
O2957,2026-01-16,Furniture,Central,609.62,9,0.08,Tables,158.61
O2958,2027-04-29,Furniture,East,129.87,4,0.24,Bookcases,21.07
O2959,2023-06-30,Technology,Central,25.0,4,0.16,Copiers,6.01
O2960,2032-11-19,Furniture,South,220.28,8,0.23,Bookcases,24.57
O2961,2033-09-12,Furniture,Central,1588.66,7,0.17,Furnishings,244.88
O2962,2031-12-24,Technology,East,1923.63,5,0.1,Copiers,554.48
O2963,2026-12-10,Furniture,East,865.39,6,0.27,Tables,176.98
O2964,2026-12-13,Furniture,South,1035.11,3,0.21,Chairs,167.0
O2965,2021-05-04,Technology,West,310.76,6,0.15,Phones,41.07
O2966,2029-08-25,Technology,East,1111.04,8,0.19,Accessories,167.75
O2967,2023-02-25,Office Supplies,East,306.42,9,0.18,Art,45.06
O2968,2027-08-14,Furniture,East,1230.2,3,0.11,Tables,254.9
O2969,2023-03-08,Office Supplies,South,1867.85,8,0.13,Storage,341.2
O2970,2032-06-04,Office Supplies,East,407.48,3,0.1,Art,111.79
O2971,2032-05-17,Technology,West,1533.84,2,0.3,Accessories,77.39
O2972,2026-04-21,Furniture,South,66.53,5,0.17,Furnishings,14.08
O2973,2026-11-27,Furniture,West,763.48,4,0.03,Chairs,217.32
O2974,2031-06-05,Technology,East,239.28,5,0.16,Accessories,52.42
O2975,2024-07-25,Office Supplies,East,717.9,6,0.01,Paper,196.05
O2976,2032-05-26,Technology,West,363.6,3,0.09,Phones,89.69
O2977,2029-08-07,Furniture,South,759.14,1,0.13,Furnishings,194.78
O2978,2029-11-11,Technology,South,846.7,4,0.16,Phones,201.2
O2979,2027-06-11,Furniture,West,615.17,6,0.29,Furnishings,37.03
O2980,2026-04-17,Office Supplies,East,1320.11,2,0.29,Paper,78.63
O2981,2028-06-14,Furniture,Central,1839.33,2,0.03,Furnishings,571.74
O2982,2021-12-31,Office Supplies,West,813.18,1,0.16,Art,167.69
O2983,2034-06-18,Office Supplies,West,400.84,9,0.25,Storage,87.63
O2984,2027-07-19,Furniture,West,556.03,3,0.07,Bookcases,127.74
O2985,2023-08-05,Furniture,East,1710.92,2,0.23,Bookcases,190.79
O2986,2024-10-09,Office Supplies,South,1151.85,4,0.26,Binders,162.39
O2987,2024-12-10,Technology,East,920.92,6,0.2,Phones,152.4
O2988,2029-09-16,Furniture,West,316.28,1,0.1,Bookcases,71.98
O2989,2034-04-20,Office Supplies,East,910.46,9,0.28,Paper,164.97
O2990,2021-12-07,Office Supplies,East,571.41,9,0.27,Paper,93.33
O2991,2029-03-09,Technology,West,1887.46,8,0.21,Accessories,231.76
O2992,2022-01-18,Furniture,East,1770.46,6,0.11,Chairs,451.77
O2993,2025-04-06,Office Supplies,Central,186.13,4,0.24,Art,31.42
O2994,2021-10-27,Technology,East,1042.97,2,0.09,Phones,252.13
O2995,2021-05-19,Office Supplies,East,465.62,8,0.08,Storage,121.87
O2996,2021-12-25,Furniture,South,833.34,7,0.15,Furnishings,174.66
O2997,2034-07-03,Technology,South,1756.16,4,0.3,Accessories,208.33
O2998,2025-03-03,Office Supplies,West,1064.48,3,0.24,Binders,187.41
O2999,2030-06-19,Technology,West,681.75,6,0.22,Phones,135.37
O3000,2025-06-16,Furniture,South,431.62,1,0.14,Bookcases,70.73
O3001,2024-07-27,Technology,Central,1604.64,2,0.09,Accessories,368.36
O3002,2024-02-09,Furniture,East,1256.55,7,0.26,Chairs,174.32
O3003,2026-12-27,Office Supplies,Central,946.77,3,0.17,Binders,114.55
O3004,2029-09-06,Furniture,Central,450.62,1,0.24,Furnishings,92.45
O3005,2031-07-03,Office Supplies,South,681.81,2,0.15,Binders,123.82
O3006,2026-11-22,Office Supplies,West,1920.49,9,0.23,Art,184.18
O3007,2024-05-22,Furniture,East,1049.78,7,0.26,Chairs,145.59
O3008,2031-03-25,Office Supplies,West,813.38,7,0.12,Paper,133.57
O3009,2028-10-05,Technology,Central,1052.42,8,0.0,Copiers,321.68
O3010,2032-08-31,Office Supplies,Central,1562.4,8,0.08,Paper,383.98
O3011,2023-09-26,Furniture,West,693.42,9,0.27,Bookcases,73.17
O3012,2028-01-12,Technology,West,373.84,2,0.21,Phones,88.81
O3013,2024-07-31,Technology,South,1178.17,8,0.22,Accessories,157.59
O3014,2022-10-19,Office Supplies,West,1337.1,8,0.1,Art,311.88
O3015,2028-04-14,Office Supplies,West,1431.18,5,0.21,Storage,308.04
O3016,2027-01-21,Furniture,South,1766.34,5,0.19,Bookcases,321.62
O3017,2026-03-25,Technology,West,754.92,4,0.05,Phones,240.92
O3018,2031-03-20,Furniture,Central,169.2,5,0.29,Bookcases,30.72
O3019,2026-08-09,Office Supplies,West,1917.53,2,0.11,Storage,542.95
O3020,2029-08-29,Technology,East,881.32,2,0.1,Copiers,181.47
